,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Rank,Value,age,age_group,wealth_segment_binary,RFM_segments_predicted,RFM_score,customer_title,customer_title_description,customer_rank
317,Deirdre,Burgoine,Female,14,1955-01-08,Programmer III,Health,High Net Worth,N,No,7,0 Stoughton Park,3000,VIC,Australia,1,326,1.009375,68,51-70,1,Bronze,6,Losing Customer,"Purchases was a while ago, below average RFM value",7
318,Aldridge,Poskitt,Male,84,1982-02-10,VP Sales,Financial Services,Mass Customer,N,No,12,7 Fordem Point,4161,QLD,Australia,5,326,1.009375,41,31-50,2,Platinum,6,Losing Customer,"Purchases was a while ago, below average RFM value",7
319,Zechariah,McReidy,Male,32,1978-07-22,Technical Writer,Manufacturing,High Net Worth,N,No,21,797 Westend Street,4207,QLD,Australia,6,329,1.0,44,31-50,1,Bronze,3,Evasive Customer,"Very low recency, Very low frequency, small amount spent",10
320,Carry,Costi,Female,32,1972-11-26,Senior Developer,Property,Mass Customer,N,No,11,5316 Farwell Hill,2800,NSW,Australia,4,329,1.0,50,31-50,2,Silver,12,Platinum Customer,"Most recent buy, buys often, most spent",1
321,Ahmed,Pickthorne,Male,46,1959-12-25,Marketing Manager,Financial Services,High Net Worth,N,Yes,15,50 American Street,2147,NSW,Australia,9,329,1.0,63,51-70,1,Gold,10,Becoming Loyal,"Relatively recent, bought more than once, spends large amount of money",3
322,Nil,Shirer,Male,64,1997-09-27,Librarian,Entertainment,Mass Customer,N,Yes,7,4793 Mcbride Pass,3013,VIC,Australia,8,329,1.0,25,20-30,2,Silver,9,Recent Customer,"Bought recently, not very often, average money spent",4
323,Erhard,O'Moylane,Male,33,1978-05-27,Media Manager I,Retail,Affluent Customer,N,Yes,9,01124 Dottie Lane,3630,VIC,Australia,2,334,0.9987499999999998,44,31-50,0,Bronze,11,Very Loyal,"Most recent, buys often, spends large amount of money",2
324,Vitia,Axtens,Female,62,1945-08-08,Financial Advisor,Financial Services,Mass Customer,N,Yes,15,42681 Carey Alley,2011,NSW,Australia,10,334,0.9987499999999998,77,71-92,2,Silver,10,Becoming Loyal,"Relatively recent, bought more than once, spends large amount of money",3
325,Haskell,Moxted,Male,81,1943-08-27,Civil Engineer,Manufacturing,Mass Customer,N,No,7,2941 Talisman Alley,2145,NSW,Australia,9,334,0.9987499999999998,79,71-92,2,Gold,6,Losing Customer,"Purchases was a while ago, below average RFM value",7
326,Ebony,Conrad,Female,8,1999-10-24,Environmental Tech,Financial Services,Mass Customer,N,Yes,16,990 Hoffman Avenue,3029,VIC,Australia,7,334,0.9987499999999998,23,20-30,2,Silver,7,Late bloomer,"No purchases recently, but RFM value is larger than average",6
327,Lincoln,Boler,Male,53,1976-01-24,Chief Design Engineer,Financial Services,Affluent Customer,N,No,14,5 Summer Ridge Court,3207,VIC,Australia,8,338,0.99609375,47,31-50,0,Platinum,5,High Risk Customer,"Purchase was long time ago, frequency is quite high, amount spent is high",8
328,Vladimir,Westmerland,Male,18,1956-06-19,Associate Professor,Manufacturing,Mass Customer,N,Yes,18,102 Charing Cross Terrace,2640,NSW,Australia,4,338,0.99609375,66,51-70,2,Bronze,12,Platinum Customer,"Most recent buy, buys often, most spent",1
329,Kylynn,Drowsfield,Female,80,1975-03-28,Editor,Financial Services,High Net Worth,N,Yes,7,5 Trailsway Avenue,3059,VIC,Australia,9,338,0.99609375,48,31-50,1,Bronze,10,Becoming Loyal,"Relatively recent, bought more than once, spends large amount of money",3
330,Nicole,Ruckhard,Female,93,1969-10-09,Human Resources Manager,Health,Affluent Customer,N,Yes,17,23694 Leroy Place,4560,QLD,Australia,3,341,0.99,53,51-70,0,Gold,6,Losing Customer,"Purchases was a while ago, below average RFM value",7
331,Celestina,Lethardy,Female,38,1968-12-11,Software Consultant,IT,Mass Customer,N,Yes,11,53 Memorial Street,3163,VIC,Australia,10,341,0.99,54,51-70,2,Silver,10,Becoming Loyal,"Relatively recent, bought more than once, spends large amount of money",3
332,Tannie,Petrakov,Male,84,1951-11-27,Data Coordiator,IT,Affluent Customer,N,No,10,691 Valley Edge Alley,4078,QLD,Australia,6,341,0.99,71,71-92,0,Silver,6,Losing Customer,"Purchases was a while ago, below average RFM value",7
333,Bessy,Saladin,Female,22,1939-12-22,VP Marketing,Manufacturing,Mass Customer,N,Yes,16,60073 Pankratz Pass,4075,QLD,Australia,10,341,0.99,83,71-92,2,Silver,12,Platinum Customer,"Most recent buy, buys often, most spent",1
334,Diego,Van den Broek,Male,17,1964-09-28,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,Yes,13,8 Schlimgen Drive,4055,QLD,Australia,7,345,0.988125,58,51-70,0,Platinum,9,Recent Customer,"Bought recently, not very often, average money spent",4
335,Lucilia,Minshall,Female,71,1952-04-15,Associate Professor,IT,Mass Customer,N,Yes,7,0237 Mallard Place,2750,NSW,Australia,8,345,0.988125,70,51-70,2,Gold,9,Recent Customer,"Bought recently, not very often, average money spent",4
336,Cissiee,Pollington,Female,43,1941-07-21,Associate Professor,Property,Mass Customer,N,Yes,7,69710 Northfield Center,2256,NSW,Australia,9,345,0.988125,81,71-92,2,Platinum,10,Becoming Loyal,"Relatively recent, bought more than once, spends large amount of money",3
337,Eddy,Sturch,Male,22,1961-02-11,Software Consultant,Financial Services,High Net Worth,N,Yes,17,1 Kinsman Crossing,4158,QLD,Australia,6,345,0.988125,62,51-70,1,Platinum,11,Very Loyal,"Most recent, buys often, spends large amount of money",2
338,Caron,Kezar,Female,11,1953-08-08,Social Worker,Health,Mass Customer,N,No,5,40553 Rigney Avenue,2835,NSW,Australia,1,349,0.9875,69,51-70,2,Silver,6,Losing Customer,"Purchases was a while ago, below average RFM value",7
339,Sandor,Stirland,Male,67,1981-05-26,Web Developer IV,Manufacturing,High Net Worth,N,No,12,48578 Farmco Park,3235,VIC,Australia,10,349,0.9875,41,31-50,1,Bronze,7,Late bloomer,"No purchases recently, but RFM value is larger than average",6
340,Gallagher,Bromell,Male,18,1956-12-02,Assistant Manager,Financial Services,Mass Customer,N,No,17,91634 Badeau Crossing,4556,QLD,Australia,8,349,0.9875,66,51-70,2,Platinum,11,Very Loyal,"Most recent, buys often, spends large amount of money",2
341,Murial,Bulloch,Female,59,1964-10-01,Associate Professor,Financial Services,Mass Customer,N,No,13,391 Old Shore Lane,2011,NSW,Australia,6,349,0.9875,58,51-70,2,Platinum,8,Potential Customer,"Bought recently, never bought before, spent small amount",5
342,Delinda,Ech,Female,74,1944-10-21,Environmental Specialist,Argiculture,Mass Customer,N,Yes,17,28 Golf View Terrace,3101,VIC,Australia,10,349,0.9875,78,71-92,2,Silver,6,Losing Customer,"Purchases was a while ago, below average RFM value",7
343,Hussein,Tapenden,Male,19,1953-10-19,Pharmacist,Health,Affluent Customer,N,Yes,12,0197 Sachs Avenue,2747,NSW,Australia,8,349,0.9875,69,51-70,0,Bronze,9,Recent Customer,"Bought recently, not very often, average money spent",4
344,Giulietta,Garbott,Female,59,2002-02-27,Technical Writer,Financial Services,Affluent Customer,N,Yes,14,48297 Stuart Circle,3810,VIC,Australia,5,355,0.984375,21,20-30,0,Silver,6,Losing Customer,"Purchases was a while ago, below average RFM value",7
345,Kaylyn,Jakaway,Female,45,1980-07-30,Registered Nurse,Health,Affluent Customer,N,No,10,67 Heath Circle,2290,NSW,Australia,8,356,0.9828125,42,31-50,0,Gold,3,Evasive Customer,"Very low recency, Very low frequency, small amount spent",10
346,Brynn,Goodyear,Female,30,1944-11-10,Human Resources Manager,Health,Mass Customer,N,Yes,11,3 Sheridan Lane,3075,VIC,Australia,7,356,0.9828125,78,71-92,2,Platinum,10,Becoming Loyal,"Relatively recent, bought more than once, spends large amount of money",3
347,Pace,Clemonts,Male,99,1990-07-28,Media Manager IV,Retail,High Net Worth,N,No,10,335 Cambridge Hill,3122,VIC,Australia,7,358,0.98,32,31-50,1,Bronze,7,Late bloomer,"No purchases recently, but RFM value is larger than average",6
348,Muffin,Grigolon,Male,7,1979-10-31,Senior Editor,Telecommunications,Mass Customer,N,No,12,4597 Marcy Point,2232,NSW,Australia,10,361,0.9775,43,31-50,2,Silver,5,High Risk Customer,"Purchase was long time ago, frequency is quite high, amount spent is high",8
349,Allsun,Biner,Female,67,1997-12-26,Nurse Practicioner,Financial Services,Mass Customer,N,Yes,10,9 Walton Way,2641,NSW,Australia,2,361,0.9775,25,20-30,2,Silver,7,Late bloomer,"No purchases recently, but RFM value is larger than average",6
350,Kenneth,Elleyne,Male,13,1957-09-03,Technical Writer,Financial Services,Mass Customer,N,No,13,27429 Dottie Plaza,3145,VIC,Australia,11,361,0.9775,65,51-70,2,Silver,5,High Risk Customer,"Purchase was long time ago, frequency is quite high, amount spent is high",8
351,Clotilda,Southers,Female,62,1999-11-08,Computer Systems Analyst II,Financial Services,Mass Customer,N,Yes,15,42 Donald Hill,2323,NSW,Australia,4,361,0.9775,23,20-30,2,Silver,7,Late bloomer,"No purchases recently, but RFM value is larger than average",6
352,Augustus,Bourley,Male,60,1981-08-17,Associate Professor,Health,Affluent Customer,N,No,18,3 Hoepker Parkway,4152,QLD,Australia,10,366,0.975,41,31-50,0,Platinum,11,Very Loyal,"Most recent, buys often, spends large amount of money",2
353,Daisi,Tinwell,Female,84,1971-12-24,Business Systems Development Analyst,Financial Services,Mass Customer,N,No,11,19561 Express Street,2777,NSW,Australia,8,366,0.975,51,51-70,2,Silver,7,Late bloomer,"No purchases recently, but RFM value is larger than average",6
354,Gerik,Woodroof,Male,18,1959-06-13,Paralegal,Financial Services,High Net Worth,N,Yes,9,41 Kropf Road,3175,VIC,Australia,7,366,0.975,63,51-70,1,Silver,6,Losing Customer,"Purchases was a while ago, below average RFM value",7
355,Claresta,MacConnulty,Female,6,1957-10-01,Recruiting Manager,Financial Services,Mass Customer,N,Yes,20,0516 Fremont Point,2026,NSW,Australia,9,366,0.975,65,51-70,2,Silver,8,Potential Customer,"Bought recently, never bought before, spent small amount",5
356,Arty,Fontelles,Male,50,1994-10-21,Help Desk Technician,IT,High Net Worth,N,No,4,7872 South Junction,3197,VIC,Australia,4,370,0.97,28,20-30,1,Gold,4,Almost Lost Customer,"Very low recency, low frequency, but high amount spent",9
357,Giulia,Hazart,Female,57,1978-08-02,Help Desk Technician,Financial Services,Mass Customer,N,No,11,81 Donald Parkway,4218,QLD,Australia,11,371,0.96875,44,31-50,2,Platinum,12,Platinum Customer,"Most recent buy, buys often, most spent",1
358,Whit,Emloch,Male,30,1963-08-20,Food Chemist,Health,Mass Customer,N,Yes,6,105 Carpenter Court,2220,NSW,Australia,9,372,0.966875,59,51-70,2,Silver,4,Almost Lost Customer,"Very low recency, low frequency, but high amount spent",9
359,Rowan,Summerly,Male,4,1974-07-05,Librarian,Entertainment,Mass Customer,N,No,9,58231 Tomscot Plaza,2209,NSW,Australia,10,372,0.966875,48,31-50,2,Gold,4,Almost Lost Customer,"Very low recency, low frequency, but high amount spent",9
360,Ian,Rabat,Male,54,1975-08-04,Web Designer I,Financial Services,Affluent Customer,N,No,11,3 Loeprich Point,3204,VIC,Australia,11,372,0.966875,47,31-50,0,Platinum,8,Potential Customer,"Bought recently, never bought before, spent small amount",5
361,Reginald,Jermy,Male,7,1960-09-12,Director of Sales,Financial Services,High Net Worth,N,Yes,20,540 Katie Street,4128,QLD,Australia,8,375,0.96,62,51-70,1,Silver,6,Losing Customer,"Purchases was a while ago, below average RFM value",7
362,Link,Gorini,Male,60,1974-11-09,Associate Professor,IT,High Net Worth,N,No,10,9495 Jenna Way,4600,QLD,Australia,2,375,0.96,48,31-50,1,Gold,7,Late bloomer,"No purchases recently, but RFM value is larger than average",6
363,Harriet,Brattan,Female,81,1986-12-03,Human Resources Assistant I,Financial Services,High Net Worth,N,No,2,66 Ruskin Parkway,3579,VIC,Australia,1,378,0.95625,36,31-50,1,Gold,8,Potential Customer,"Bought recently, never bought before, spent small amount",5
364,Sada,Branton,Female,34,1974-06-24,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,14,9736 Mitchell Pass,3199,VIC,Australia,6,378,0.95625,48,31-50,0,Gold,6,Losing Customer,"Purchases was a while ago, below average RFM value",7
365,Jenelle,Mc-Kerley,Female,40,1942-01-23,Data Coordiator,Financial Services,Mass Customer,N,Yes,16,9 Springview Terrace,4068,QLD,Australia,5,378,0.95625,81,71-92,2,Bronze,7,Late bloomer,"No purchases recently, but RFM value is larger than average",6
366,Gabrila,Toopin,Female,7,1963-01-14,Junior Executive,Manufacturing,Mass Customer,N,No,12,1914 Oakridge Place,2456,NSW,Australia,6,378,0.95625,60,51-70,2,Silver,8,Potential Customer,"Bought recently, never bought before, spent small amount",5
367,Almira,Mangion,Female,4,1996-01-24,VP Product Management,Financial Services,Affluent Customer,N,Yes,2,179 Anzinger Center,2230,NSW,Australia,12,382,0.95,27,20-30,0,Gold,5,High Risk Customer,"Purchase was long time ago, frequency is quite high, amount spent is high",8
368,Arty,Strudwick,Male,85,1964-01-31,Data Coordiator,Health,Mass Customer,N,Yes,8,62 Melrose Court,2211,NSW,Australia,10,382,0.95,59,51-70,2,Silver,5,High Risk Customer,"Purchase was long time ago, frequency is quite high, amount spent is high",8
369,Alexa,Dillet,Female,65,1944-10-05,Product Engineer,Entertainment,Affluent Customer,N,No,17,84650 Novick Point,2261,NSW,Australia,7,382,0.95,78,71-92,0,Gold,9,Recent Customer,"Bought recently, not very often, average money spent",4
370,Palmer,Heaven,Male,82,1995-05-18,Staff Scientist,Financial Services,Affluent Customer,N,Yes,9,5 Hoard Parkway,3754,VIC,Australia,6,382,0.95,27,20-30,0,Bronze,5,High Risk Customer,"Purchase was long time ago, frequency is quite high, amount spent is high",8
371,Porter,Buckenhill,Male,46,1954-06-14,Help Desk Operator,Manufacturing,High Net Worth,N,Yes,9,376 Talmadge Street,4124,QLD,Australia,7,386,0.945625,68,51-70,1,Gold,8,Potential Customer,"Bought recently, never bought before, spent small amount",5
372,Kizzee,Kemston,Female,11,1961-09-29,Associate Professor,Health,Mass Customer,N,No,13,5979 Green Ridge Way,2767,NSW,Australia,8,386,0.945625,61,51-70,2,Silver,9,Recent Customer,"Bought recently, not very often, average money spent",4
373,Isadora,Ducker,Female,15,1973-08-25,Account Executive,Financial Services,Affluent Customer,N,Yes,8,2972 Holy Cross Crossing,3153,VIC,Australia,5,386,0.945625,49,31-50,0,Silver,10,Becoming Loyal,"Relatively recent, bought more than once, spends large amount of money",3
374,Giffie,Offill,Male,51,1993-03-02,Structural Engineer,Telecommunications,Affluent Customer,N,No,5,89 Riverside Court,4740,QLD,Australia,3,386,0.945625,30,20-30,0,Gold,10,Becoming Loyal,"Relatively recent, bought more than once, spends large amount of money",3
375,Fara,Sarath,Female,75,1948-06-30,Quality Control Specialist,Financial Services,Mass Customer,N,No,22,540 Forest Run Plaza,2168,NSW,Australia,7,386,0.945625,74,71-92,2,Silver,6,Losing Customer,"Purchases was a while ago, below average RFM value",7
376,Carolann,Raatz,Female,25,1979-02-26,Chief Design Engineer,Financial Services,High Net Worth,N,No,21,817 Bunker Hill Place,3977,VIC,Australia,6,386,0.945625,44,31-50,1,Platinum,12,Platinum Customer,"Most recent buy, buys often, most spent",1
377,Tamar,Windmill,Female,92,1939-08-28,Senior Editor,Manufacturing,Affluent Customer,N,No,10,4669 Troy Place,2207,NSW,Australia,10,386,0.945625,83,71-92,0,Silver,9,Recent Customer,"Bought recently, not very often, average money spent",4
378,Kipp,Stockport,Male,36,1982-12-10,Data Coordiator,Retail,Mass Customer,N,Yes,6,02 Roth Drive,2022,NSW,Australia,11,386,0.945625,40,31-50,2,Bronze,3,Evasive Customer,"Very low recency, Very low frequency, small amount spent",10
379,Packston,Wackett,Male,10,1950-04-26,Quality Engineer,Financial Services,Mass Customer,N,No,19,7 Northridge Court,3192,VIC,Australia,9,386,0.945625,72,71-92,2,Bronze,9,Recent Customer,"Bought recently, not very often, average money spent",4
380,Hanson,Eastes,Male,74,1990-05-20,Associate Professor,Manufacturing,Mass Customer,N,Yes,5,5735 Starling Plaza,3056,VIC,Australia,9,395,0.94,32,31-50,2,Gold,6,Losing Customer,"Purchases was a while ago, below average RFM value",7
381,Demetria,Bausor,Female,73,1961-12-22,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,9,97 Transport Plaza,2097,NSW,Australia,12,396,0.9375,61,51-70,2,Bronze,4,Almost Lost Customer,"Very low recency, low frequency, but high amount spent",9
382,Lura,Fawdrie,Female,66,2002-01-17,VP Sales,Health,Mass Customer,N,Yes,4,67183 Anniversary Parkway,4211,QLD,Australia,3,396,0.9375,21,20-30,2,Gold,7,Late bloomer,"No purchases recently, but RFM value is larger than average",6
383,Nora,Anselm,Female,84,1961-01-05,Associate Professor,Entertainment,High Net Worth,N,Yes,15,2 Emmet Parkway,4342,QLD,Australia,5,396,0.9375,62,51-70,1,Silver,9,Recent Customer,"Bought recently, not very often, average money spent",4
384,Estevan,Eastment,Male,54,1942-08-09,Environmental Specialist,Health,Mass Customer,N,Yes,21,61926 Tomscot Hill,2019,NSW,Australia,8,396,0.9375,80,71-92,2,Bronze,4,Almost Lost Customer,"Very low recency, low frequency, but high amount spent",9
385,Aloysius,Glowacz,Male,72,1979-03-24,Financial Advisor,Financial Services,Affluent Customer,N,No,18,07 Susan Lane,2232,NSW,Australia,10,396,0.9375,44,31-50,0,Bronze,7,Late bloomer,"No purchases recently, but RFM value is larger than average",6
386,Bastien,Ibbeson,Male,53,1976-11-04,Software Consultant,IT,Mass Customer,N,No,12,43094 Kedzie Pass,2487,NSW,Australia,5,401,0.935,46,31-50,2,Silver,10,Becoming Loyal,"Relatively recent, bought more than once, spends large amount of money",3
387,Otha,Langworthy,Female,91,1967-01-20,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,13,678 Lyons Trail,3130,VIC,Australia,10,401,0.935,56,51-70,2,Silver,8,Potential Customer,"Bought recently, never bought before, spent small amount",5
388,Gannie,Bargh,Male,56,1955-02-13,Analyst Programmer,Financial Services,Mass Customer,N,Yes,13,1832 Burning Wood Place,3201,VIC,Australia,7,401,0.935,68,51-70,2,Platinum,11,Very Loyal,"Most recent, buys often, spends large amount of money",2
389,Dwayne,Doel,Male,80,1978-01-21,Cost Accountant,Financial Services,Affluent Customer,N,Yes,17,5642 Debs Terrace,2223,NSW,Australia,11,401,0.935,45,31-50,0,Gold,11,Very Loyal,"Most recent, buys often, spends large amount of money",2
